label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09
2	367 kg	0.0855 N	track & field	Data Science, Technology and Information Management	-695	784	Irvine	-1063 m^2	-0.2674	632
4	1799 kg	0.3548 N	ice hockey	Electrical Engineering	1144	1159	Fresno	-973 m^2	1.7681	835
4	331 kg	-0.4877 N	soccer	Human Computer Interaction	612	512	Long Beach, San Bernardino	1447 m^2	0.0866	1332
2	-557 kg	-0.387 N	track & field	Computational Media	1316	658	Irvine	-195 m^2		597
2	1340 kg	-0.301 N	track & field	Computer Science, Data Science	1304	2172	Los Angeles	n/a	-1.1533	148
1	1525 kg	1.8 N	volleyball	Human Computer Interaction	-368	2224	Moreno Valley, Riverside, Chula Vista, Bakersfield	2195 m^2	0.2301	1296
3	1084 kg	0.2826 N	volleyball	Statistics, Bioengineering, Natural Language Processing, Computer Game Design	-479	-861	Santa Clarita, Santa Ana, Anaheim	272 m^2	-0.6872	816
2	-32 kg	0.1709 N	track & field	Data Science	-940	2662	Sacramento, Oakland	846 m^2	1.3509	926
2	1728 kg	0.1898 N	track & field	Data Science, Technology and Information Management	2716	1614	Los Angeles	551 m^2	-2.2896	-516
1	-500 kg	1.7456 N	track & field	Human Computer Interaction	138	-2318	Chula Vista	179 m^2	2.6527	477
3	1370 kg	-0.3015 N	tennis	Natural Language Processing	1357	-1620	San Jose, Santa Clarita, Anaheim	736 m^2	0.2146	636
2	758 kg	0.0783 N	motor sports	Data Science, Computer Science	-262	1471	Los Angeles	1414 m^2	0.6018	1059
0	-482 kg	1.4719 N	basketball	Computer Engineering	862	150	Long Beach	1473 m^2	0.9512	1437
4	1112 kg	2.6531 N	soccer	COMPUTATIONAL MEDIA	2844	951	Irvine	1201 m^2	1.2881	569
3	1038 kg	0.4295 N	tennis	Applied Mathematics	545	2683	Santa Clarita	57 m^2	-1.0623	423
4	1024 kg	0.1238 N	running	Computational Media	532	509	San Bernardino, Fresno, San Francisco	14 m^2	0.6771	93
1	40 kg	0.4177 N	volleyball	Bioinformatics	-235	97	Chula Vista, Bakersfield	623 m^2	0.1031	362
1	763 kg	2.6306 N	volleyball	Bioinformatics, Human Computer Interaction	301	238	Los Angeles	514 m^2	-0.5908	-507
0	1955 kg	-1.3088 N	basketball	bIOTECHNOLOGY, rOBOTICS eNGINEERING	2775	1366	San Diego, Oakland, Modesto	2445 m^2	-0.2624	293
3	-408 kg	1.4077 N	football	Applied Mathematics, Natural Language Processing	-313	805	Santa Ana, Anaheim, Santa Clarita	-602 m^2	-0.5995	2396
2	704 kg	-2.012 N	track & field	Data Science, Computer Science	1128	1207	Moreno Valley	1376 m^2	0.3904	920
4	734 kg	0.9108 N	ICE HOCKEY	Computational Media	184	-395	Fremont, San Bernardino	1439 m^2	0.0463	732
1	-542 kg	-0.5167 N	volleyball	Bioinformatics, Games and Playable Media	-1046	653	n/a	693 m^2	-0.3276	1478
4	-624 kg	0.7905 N	motor sports	Computational Media	959	1306	San Bernardino, Fremont, San Francisco, Fresno	218 m^2	1.4678	-86
3	2676 kg	0.6246 N	badminton	Statistics, Applied Mathematics	N/A	755	Santa Ana	1229 m^2	-0.856	-938
4	340 kg	-0.1002 N	running	Computational Media	1836	2249	Fresno, Long Beach, San Bernardino, Fremont	2181 m^2	1.1569	1044
4	737 kg	0.5721 N	running	Electrical Engineering	712	3090	San Bernardino	633 m^2	-0.0888	511
2	859 kg	0.1222 N	TRACK & FIELD	Technology and Information Management	1200	645	Los Angeles	1200 m^2	-0.0905	849
3	-258 kg	0.0056 N	badminton	Computer Engineering	1198	1068	Santa Ana, Santa Clarita	759 m^2	0.2157	-361
2	-21 kg	0.2013 N	track & field	Technology and Information Management, Data Science	-393	1290	Irvine	-1077 m^2	0.0162	1584
4	1006 kg	1.9614 N	soccer	Computational Media	794	109	Fremont, Long Beach, Fresno	-497 m^2	1.1986	810
0	-312 kg	-0.1805 N	basketball	Computer Engineering	830	1461	Modesto	1190 m^2	-0.1121	408
1	1397 kg	1.6546 N	volleyball	Human Computer Interaction	1155	1585	Riverside, Stockton, Moreno Valley	-26 m^2	-0.6351	162
0	-73 kg	0.7048 N	baseball	Computer Engineering	386	901	Modesto, San Diego	420 m^2	0.2371	-932
4	675 kg	0.0574 N	Motor Sports	Computational Media	-553	240	Fremont, San Francisco, Long Beach, Fresno	-196 m^2	0.6051	584
1	543 kg	1.5693 N	football	Games and Playable Media, Bioinformatics	1146	1164	Riverside, Stockton	869 m^2	0.1245	-88
3	46 kg	1.5685 N	boxing	Statistics, Bioengineering, Computer Game Design, Applied Mathematics	774	884	Santa Ana, Santa Clarita, Anaheim	?	0.6767	-509
1	273 kg	0.945 N	football	Games and Playable Media	-970	992	Bakersfield, Chula Vista, Moreno Valley	1660 m^2	-1.5094	-39
3	-1370 kg	1.1197 N	badminton	Computer Engineering	614	-1249	Santa Clarita, San Jose	1682 m^2	-0.4734	N/A
0	-784 kg	0.3125 N	basketball	Computational Media	2674	-394	Sacramento, Modesto	511 m^2	0.5475	1879
0	1927 kg	-0.7752 N	golf	Computer Engineering	2958	2899	Sacramento, San Diego, Modesto	942 m^2	-0.2934	1644
4	821 kg	1.165 N	soccer	Computational Media	1566	575	Fresno, Long Beach	-618 m^2	0.2893	1386
1	135 kg	1.2342 N	volleyball	Bioinformatics, Human Computer Interaction	886	987	Riverside, Moreno Valley, Stockton	452 m^2	-1.0987	-186
2	245 kg	0.1846 N	Track & Field	Data Science	770	638	Irvine	1354 m^2	0.6522	1630
0	900 kg	0.5737 N	basketball	Biotechnology	1991	-190	Sacramento, Modesto	865 m^2	0.8951	-117
0	1738 kg	1.9364 N	golf	Computer Engineering, Robotics Engineering	-134	1442	Sacramento	620 m^2	-1.1154	966
4	777 kg	-0.9343 N	running	Natural Language Processing, Bioengineering, Applied Mathematics	102	474	San Bernardino	1316 m^2	-0.235	385
1	1754 kg	1.3743 N	football	Games and Playable Media, Human Computer Interaction	-271	745	Stockton, Moreno Valley, Chula Vista, Bakersfield	n/a	0.2276	664
1	920 kg	1.8041 N	volleyball	Games and Playable Media, Human Computer Interaction	-19	970	Bakersfield, Moreno Valley, Chula Vista	1527 m^2	0.3084	1163
4	913 kg	0.1034 N	ice hockey	Computational Media	456	-170	Fresno	394 m^2	1.6801	901
3	-74 kg	-0.1203 N	tennis	Natural Language Processing, Statistics, Applied Mathematics	1069	1593	Anaheim	-1717 m^2	-0.4294	1468
2	762 kg	0.444 N	track & field	Games and Playable Media	1405	-287	Irvine	-870 m^2	0.0265	1865
2	97 kg	0.2801 N	track & field	Computer Science	722	211	Fremont, San Bernardino	167 m^2	-0.2695	-521
1	-318 kg	1.7679 N	football	Bioinformatics	623	353	stockton, chula vista, bakersfield, riverside	2025 m^2	-1.3449	-409
1	-400 kg	-0.0364 N	football	Games and Playable Media, Human Computer Interaction	-312	-593	Bakersfield, Stockton, Riverside	1930 m^2	0.1161	1201
1	890 kg	0.6227 N	track & field	Games and Playable Media	268	-878	CHULA VISTA, RIVERSIDE	-1176 m^2	0.9211	1426
3	-1176 kg	0.599 N	boxing	Applied Mathematics, Natural Language Processing, Computer Game Design	1114	-1837	Santa Ana, San Jose, Anaheim	636 m^2	1.3498	-73
2	636 kg	0.6506 N	track & field	Electrical Engineering	351	978	Los Angeles	-344 m^2	0.2	-671
1	829 kg	NULL	volleyball	Games and Playable Media, Bioinformatics	1321	-688	Bakersfield, Moreno Valley	609 m^2	-0.7479	70
3	119 kg	0.0175 N	boxing	Applied Mathematics, Bioengineering, Computer Game Design	2420	1174	Irvine	694 m^2	-0.4579	-764
2	-1251 kg	0.2822 N	track & field	Computer Science, Technology and Information Management	1640	-126	Los Angeles	-1379 m^2	0.8349	1754
1	1608 kg	1.8559 N	football	Bioinformatics, Human Computer Interaction	-109	575	Riverside, Stockton	1226 m^2	None	1850
3	-663 kg	0.258 N	badminton	Bioengineering, Natural Language Processing	1556	204	Santa Ana, San Jose	176 m^2	1.0396	319
1	1349 kg	1.7076 N	volleyball	Bioinformatics	-1156	1871	Bakersfield	-333 m^2	-0.4704	-907
4	2181 kg	1.527 N	running	Computational Media	324	711	Fresno, Long Beach, Fremont	322 m^2	0.9972	-751
4	-1270 kg	-1.1248 N	ice hockey	Computational Media	2337	-383	San Bernardino, San Francisco, Fremont	1186 m^2	0.9884	523
3	-1829 kg	1.2974 N	badminton	Computer Game Design	32	472	San Jose	339 m^2	1.3275	-44
1	71 kg	None	volleyball	?	1877	572	RIVERSIDE, CHULA VISTA, BAKERSFIELD, MORENO VALLEY	529 m^2	-0.1047	1571
3	195 kg	0.5873 N	badminton	Bioengineering, Natural Language Processing, Applied Mathematics	457	657	Anaheim, Santa Clarita	1540 m^2	-1.6169	861
2	757 kg	-0.2023 N	track & field	Computer Science	1243	912	Irvine	581 m^2	-1.203	870
3	996 kg	1.5654 N	boxing	Computer Engineering	1263	-679	Santa Ana, Anaheim, San Jose	787 m^2	-0.0849	258
0	675 kg	0.4659 N	golf	Computer Engineering	1176	-655	Modesto, San Diego	401 m^2	0.8467	61
2	785 kg	0.2652 N	track & field	Technology And Information Management, Data Science	-433	397	Los Angeles	2010 m^2	0.5144	904
1	1221 kg	0.982 N	football	Human Computer Interaction	144	856	Riverside, Stockton, Moreno Valley	-520 m^2	-1.0615	228
1	1244 kg	2.4939 N	football	hUMAN cOMPUTER iNTERACTION, bIOINFORMATICS	-633	8	Riverside, Bakersfield	1030 m^2	0.0153	-404
1	1501 kg	-0.6104 N	football	Bioinformatics	1005	2037	Riverside, Stockton	1628 m^2	-0.1268	848
2	816 kg	1.2307 N	track & field	Technology and Information Management, Data Science	952	1086	Los Angeles	668 m^2	0.3521	949
3	-491 kg	1.1524 N	tennis	Bioengineering	1488	519	San Jose	111 m^2	0.2132	1519
2	281 kg	-0.1945 N	track & field	tECHNOLOGY AND iNFORMATION mANAGEMENT	955	3204	Los Angeles	-666 m^2	0.9013	1712
2	1812 kg	1.3942 N	track & field	Data Science	256	-42	Los Angeles	682 m^2	-0.2008	821
1	1964 kg	1.878 N	baseball	Human Computer Interaction	-686	575	Riverside, Stockton	104 m^2	0.8907	-1604
2	1069 kg	1.0201 N	track & field	Computer Science, Data Science	311	2205	Los Angeles	1036 m^2	-0.0517	2465
3	719 kg	0.9725 N	tennis	Computer Game Design, Bioengineering	-143	1275	Anaheim, Santa Ana, San Jose	1481 m^2	-0.4614	-1379
1	1295 kg	0.8743 N	football	Games and Playable Media, Bioinformatics	469	-53	Riverside	None	0.9132	1202
3	181 kg	-0.5677 N	boxing	BIOENGINEERING, APPLIED MATHEMATICS	1319	-475	San Jose, Santa Clarita, Santa Ana	2151 m^2	-0.7207	744
1	628 kg	NULL	volleyball	Human Computer Interaction, Bioinformatics	274	1060	Stockton, Bakersfield, Moreno Valley, Chula Vista	541 m^2	-0.5661	-645
0	490 kg	0.1985 N	golf	Biotechnology	1798	-233	San Diego, Oakland, Sacramento	-695 m^2	-0.4422	-910
3	662 kg	0.2696 N	boxing	Natural Language Processing, Bioengineering, Statistics	2373	638	San Jose	1642 m^2	0.6268	339
1	-519 kg	1.3173 N	volleyball	Bioinformatics	218	177	Riverside	929 m^2	-0.2766	2342
0	645 kg	-0.3059 N	golf	Biotechnology	?	-2058	Oakland, Modesto	934 m^2	-0.6362	-278
1	627 kg	1.8322 N	volleyball	human computer interaction	-81	285	Bakersfield, Stockton, Chula Vista	831 m^2	-0.5077	864
3	-467 kg	0.0118 N	tennis	Natural Language Processing, Computer Game Design	720	757	Santa Ana, Anaheim, Santa Clarita	2029 m^2	-0.5424	1628
4	-341 kg	0.5593 N	soccer	Computational Media	402	-1133	Long Beach, San Francisco, San Bernardino	840 m^2	1.4264	413
1	275 kg	1.4587 N	football	Human Computer Interaction, Bioinformatics	920	1708	Stockton	1265 m^2	1.4426	120
0	-144 kg	0.6157 N	basketball	ELECTRICAL ENGINEERING	442	-47	Stockton, Bakersfield, Riverside	2473 m^2	0.2906	738
0	443 kg	-0.4976 N	track & field	Robotics Engineering	878	1267	San Diego, Oakland	-559 m^2	0.1702	-447
0	784 kg	1.6433 N	basketball	Biotechnology	738	1464	Sacramento, Oakland, Modesto	462 m^2	0.512	1247
2	-367 kg	1.1572 N	golf	Technology and Information Management, Computer Science	991	1214	iRVINE	157 m^2	0.4973	1974
0	882 kg	1.2284 N	GOLF	Computer Engineering	832	-830	Modesto, Oakland	1059 m^2	-0.0394	-1590
4	29 kg	-0.1018 N	soccer	Computational Media	335	1073	Fremont, Fresno	498 m^2	0.5754	2864
0	2061 kg	1.2354 N	volleyball	Robotics Engineering	2641	1059	San Diego, Sacramento	-28 m^2	0.0369	-308
1	1048 kg	0.5015 N	volleyball	Bioinformatics, Games and Playable Media	-452	1629	Moreno Valley	219 m^2	-0.095	2521
3	449 kg	1.3606 N	badminton	Statistics, Applied Mathematics, Bioengineering, Computer Game Design	666	473	Long Beach, Fresno, Fremont	1533 m^2	0.9111	76
3	-147 kg	0.4087 N	badminton	Bioengineering, Natural Language Processing, Statistics	1845	2584	Anaheim, San Jose	1026 m^2	0.0208	2428
3	753 kg	0.9494 N	badminton	Robotics Engineering	1778	1949	Los Angeles	511 m^2	1.0517	2193
0	189 kg	1.5229 N	motor sports	Biotechnology, Computer Engineering	818	2986	San Diego	269 m^2	0.9759	1632
3	811 kg	-0.0909 N	tennis	Computer Game Design, Statistics, Bioengineering	849	-980	Anaheim, Santa Clarita, San Jose	149 m^2	-1.4847	3206
3	-1447 kg	0.1144 N	tennis	Computer Game Design, Statistics	383	-383	Anaheim	-354 m^2	-0.644	1155
0	836 kg	0.2434 N	basketball	Applied Mathematics, Computer Game Design	381	301	San Diego, Sacramento, Modesto	601 m^2	0.3888	956
0	1825 kg	1.8013 N	basketball	Computer Engineering, Biotechnology	20	489	Modesto	1081 m^2	0.8006	2106
0		1.5887 N	golf	Robotics Engineering	-24	1552	Oakland	2616 m^2	1.1551	431
1	883 kg	-0.1772 N	track & field	Bioinformatics, Human Computer Interaction	-173	-234	Riverside, Moreno Valley, Bakersfield, Chula Vista	2087 m^2	1.0157	681
1	446 kg	1.2386 N	football	Bioinformatics	725	555	Chula Vista, Bakersfield	-260 m^2	-0.8755	-402
2	-583 kg	-0.5852 N	track & field	Data Science, Technology and Information Management	677	2504	Los Angeles	-1773 m^2	0.8644	628
3	1954 kg	0.9885 N	n/a	Bioengineering	151	2689	Santa Clarita	1363 m^2	0.2619	1013
3	501 kg	2.143 N	soccer	Natural Language Processing, Statistics, Bioengineering	2034	706	San Francisco, San Bernardino	1502 m^2	0.4136	
3	1562 kg	-0.2851 N	badminton	Computer Game Design, Bioengineering, Applied Mathematics	908	301	Anaheim, Santa Ana, San Jose	812 m^2	-1.0119	-426
3	-168 kg	0.182 N	tennis	Natural Language Processing	972	1576	San Jose, Santa Clarita	-327 m^2	0.7347	2058
3	79 kg	-0.5203 N	boxing	Bioengineering, Applied Mathematics	624	-995	Santa Ana	356 m^2	1.6045	2078
2	102 kg	0.3051 N	track & field	Data Science	99	-324	Los Angeles	710 m^2	1.3406	674
0	822 kg	-0.4412 N		Computer Engineering	114	1074	Los Angeles	91 m^2	1.0885	758
1	1659 kg	3.1044 N	volleyball	Human Computer Interaction, Games and Playable Media	-1038	170	San Jose, Santa Ana, Santa Clarita	1646 m^2	-0.0717	47
0	1423 kg	0.5815 N	basketball	BIOTECHNOLOGY, ROBOTICS ENGINEERING	-560	-1448	San Bernardino, San Francisco	441 m^2	1.1258	168
1	-275 kg	0.205 N	track & field	Games and Playable Media, Bioinformatics	-1877	520	Riverside, Stockton, Chula Vista	1640 m^2	-0.5713	1324
4	1566 kg	1.698 N	motor sports	Computational Media	-165	704	Fresno, Long Beach, Fremont	399 m^2	-0.542	907
4	1895 kg	0.7779 N	soccer	Electrical Engineering	446	-254	fREMONT, sAN bERNARDINO, fRESNO, sAN fRANCISCO	735 m^2	-0.3864	67
0	3325 kg	1.2789 N	golf	Robotics Engineering, Biotechnology	2954	-1478	San Diego, Sacramento, Modesto	-34 m^2	1.5331	821
3	182 kg	0.697 N	badminton	Statistics, Applied Mathematics	-1515	509	Anaheim, Santa Clarita	1470 m^2	-0.7671	-912
0	663 kg	1.8217 N	GOLF	Computer Engineering	530	947	Modesto	776 m^2	1.7386	-2173
2	856 kg	1.0643 N	track & field	Technology and Information Management	-1669	800	Sacramento	-20 m^2	1.5679	854
1	248 kg	3.229 N	football	Human Computer Interaction, Bioinformatics	35	3121	Stockton	1244 m^2	0.6046	2255
0	174 kg	0.3272 N	golf	Computer Engineering, Biotechnology	-129	-316	Sacramento	492 m^2	0.7132	-137
3	1650 kg	0.2717 N	boxing	Statistics, Natural Language Processing, Computer Game Design, Applied Mathematics	975	1730	Anaheim	2444 m^2	0.8698	887
2	242 kg	0.0959 N	baseball	Technology and Information Management	1421	431	Los Angeles	-269 m^2	0.4783	1842
2	993 kg	0.5665 N	track & field	Data Science	1260	342	San Bernardino, San Francisco, Fremont	915 m^2	0.08	84
1	1260 kg	0.851 N	volleyball	Games and Playable Media	-1842	570	Santa Ana	620 m^2	0.4157	NULL
4	234 kg	1.2593 N	soccer	Computational Media	1591	-90	San Francisco, Long Beach, Fresno, San Bernardino	252 m^2	1.235	338
4	-754 kg	0.6081 N	motor sports	Electrical Engineering	-1183	385	Long Beach, San Francisco	596 m^2	1.0835	84
2	-778 kg	0.2169 N	track & field	Technology and Information Management	-68	618	Irvine	-138 m^2	-0.4686	-347
3	1830 kg	1.7429 N	tennis	Statistics, Computer Game Design	140	-186	Santa Clarita, San Jose, Santa Ana	889 m^2	0.3785	895
1	419 kg	1.2735 N	volleyball	Bioinformatics, Games and Playable Media	-838	2038	NULL	335 m^2	-1.3502	-147
1	312 kg	0.3072 N	soccer	Bioinformatics, Human Computer Interaction	-261	1267	Stockton, Moreno Valley, Bakersfield	544 m^2	0.6138	1084
3	-375 kg	0.6542 N	badminton	Bioengineering, Computer Game Design, Applied Mathematics, Natural Language Processing	1884	-177	Anaheim, Santa Clarita, Santa Ana	454 m^2	0.8335	1239
3	613 kg	1.4902 N	boxing	Bioengineering	N/A	1579	Irvine	-334 m^2	0.2215	-1096
3	348 kg	0.3564 N	boxing	Bioengineering, Applied Mathematics	1430	292	Santa Ana	440 m^2	1.548	1353
1	1946 kg	0.7078 N	volleyball	Bioinformatics, Games and Playable Media	1611	1399	Chula Vista, Stockton, Riverside, Bakersfield	1605 m^2	-1.558	2850
0	720 kg	2.827 N	golf	Robotics Engineering, Biotechnology	-799	2	Modesto, Oakland, Sacramento	1167 m^2	0.7921	-961
2	262 kg	0.7909 N	track & field	Technology and Information Management, Data Science	777	-29	Los Angeles	1996 m^2	0.1114	-1878
4	1704 kg	-0.3534 N	ice hockey	Computational Media	-38	218	San Bernardino, Fremont, Fresno	673 m^2	1.2077	734
3	-127 kg	-0.4732 N	tennis	Natural Language Processing	-344	384	San Bernardino, Long Beach, San Francisco, Fremont	437 m^2	0.969	-693
3	732 kg	-0.1416 N	tennis	Applied Mathematics	494	3251	Santa Ana, San Jose, Anaheim	-461 m^2	0.0757	214
0	-1075 kg	1.3284 N	baseball	Robotics Engineering, Computer Engineering	126	2233	Modesto, Oakland, Sacramento	677 m^2	0.5698	98
0	548 kg	0.9693 N	basketball	Robotics Engineering	800	2878	Modesto, Sacramento	2092 m^2	0.7752	-241
3	1700 kg	0.2166 N	badminton	NATURAL LANGUAGE PROCESSING, BIOENGINEERING, COMPUTER GAME DESIGN	1851	702	Anaheim, San Jose, Santa Clarita	-1050 m^2	-0.2313	1083
4	1174 kg	0.5496 N	running	Computational Media	NULL	-811	Fremont, Fresno, San Francisco, Long Beach	-125 m^2	0.3153	1498
1	445 kg	0.0151 N	volleyball	Human Computer Interaction	955	3613	Chula Vista, Bakersfield	5 m^2	0.8353	1702
2	298 kg	0.6583 N	track & field	Computer Science, Data Science	1372	1573	Irvine	311 m^2	1.3186	150
1	1306 kg	0.7738 N	football	Games and Playable Media	665	1727	Moreno Valley, Riverside	287 m^2	-1.5554	-542
3	239 kg	-0.9383 N	badminton	Statistics	282	2624	Los Angeles	-183 m^2	1.2792	1495
3	-575 kg	2.1109 N	boxing	Statistics, Bioengineering, Computer Game Design, Natural Language Processing	2245	1205	Santa Clarita, San Jose	1213 m^2	-0.0447	1559
1	157 kg	0.8833 N	boxing	Games and Playable Media, Bioinformatics	166	870	Moreno Valley, Stockton	782 m^2	-0.2046	647
3	89 kg	0.7682 N	boxing	Statistics, Computer Game Design, Natural Language Processing, Bioengineering	-281	1318	Anaheim	603 m^2	-0.5928	177
1	-611 kg	2.2472 N	volleyball	Games and Playable Media	246	-433	Moreno Valley, Riverside, Chula Vista, Stockton	1170 m^2	-0.041	-1240
1	1512 kg	1.8035 N	FOOTBALL	Bioinformatics	486	1080	bakersfield, stockton, chula vista, moreno valley	-321 m^2	-0.5971	-809
1	154 kg	1.099 N	volleyball	bIOINFORMATICS	-430	1626	Stockton, Moreno Valley	1849 m^2	0.9283	-95
2	679 kg	0.7785 N	track & field	Technology and Information Management, Data Science	532	1103	Irvine	-445 m^2	1.0307	1371
3	-1269 kg	-0.1519 N	boxing	Applied Mathematics, Statistics	753	1674	Anaheim, Santa Clarita	-212 m^2	-0.7658	1585
2	846 kg	-0.5591 N	track & field	Technology and Information Management	-196	1956	Los Angeles	1641 m^2	0.0577	628
2	1415 kg	-0.61 N	TRACK & FIELD	Technology and Information Management	1225	-1850	Los Angeles		-1.0993	289
4	399 kg	1.2161 N	soccer	Computational Media	1474	-288	San Jose	360 m^2	-0.2377	777
2	63 kg	0.3815 N	track & field	Computer Science, Data Science	1373	-765	Los Angeles	10 m^2	-0.9302	256
4	1762 kg	0.303 N	motor sports	Computational Media	1176	1362	Long Beach, Fresno	372 m^2	0.7338	-349
3	167 kg	0.1437 N	boxing	Applied Mathematics, Natural Language Processing	696	1951	Santa Ana	1597 m^2	0.8952	-657
0	590 kg	0.032 N	golf	Computer Engineering	2465	908	Oakland	2506 m^2	1.2333	1936
4	609 kg	-0.1447 N	soccer	Computational Media	216	-364	San Bernardino, San Francisco, Fresno, Long Beach	156 m^2	0.1175	-356
3	623 kg	1.4898 N	golf	Natural Language Processing, Statistics, Bioengineering	919	1393	San Jose	501 m^2	-0.1333	1293
0	445 kg	1.6144 N	golf	Robotics Engineering	1928	431	Sacramento	112 m^2	1.1509	1088
0	360 kg	1.6985 N	Golf	Robotics Engineering	2090	425	Oakland, Sacramento	-803 m^2	0.6995	-1351
1	1092 kg	0.7019 N	volleyball	Bioinformatics, Games and Playable Media	291	-1192	Stockton, Riverside, Chula Vista, Moreno Valley	431 m^2	-0.6996	498
3	851 kg	0.7431 N	badminton	Bioengineering, Computer Game Design	428	1931	santa clarita, santa ana, anaheim	1427 m^2	0.3876	374
2	1479 kg	0.1052 N	football	Games and Playable Media, Human Computer Interaction	1592	1361	Los Angeles	153 m^2	-0.5815	1434
1	-380 kg	1.5606 N	volleyball	Games and Playable Media, Bioinformatics	-610	754	Riverside, Moreno Valley, Stockton, Bakersfield	177 m^2	-0.1668	-1405
0	297 kg	1.1041 N	track & field	Biotechnology, Robotics Engineering	2052	-1039	Oakland, San Diego, Sacramento	1127 m^2	2.6459	-197
1	1624 kg	-0.4347 N	basketball	Human Computer Interaction, Games and Playable Media	-526	-222	Stockton, Riverside	611 m^2	-0.1654	1436
0	-38 kg	1.8748 N	soccer	Computational Media	1028	1393	Oakland, San Diego	1143 m^2	0.3261	-1653
1	988 kg	1.8885 N	football	Human Computer Interaction, Bioinformatics	141	985	Bakersfield	320 m^2	-0.9736	639
2	36 kg	0.3266 N	golf	Computer Science	1320	3114	Los Angeles	1421 m^2	0.7126	819
2	1553 kg	0.1741 N	track & field	Technology and Information Management	2234	86	Irvine	-1352 m^2	0.4999	2199
2	988 kg	-0.25 N	track & field	Data Science, Technology and Information Management	272	-832	Los Angeles	610 m^2	0.9902	2734
4	-20 kg	1.1041 N	ice hockey	Computational Media	1402	1523	Fremont	564 m^2	1.3044	1518
3	92 kg	2.7109 N	tennis	Applied Mathematics, Computer Game Design	1055	2529	Anaheim	1424 m^2	-0.7342	455
4	865 kg	-0.1065 N	motor sports	cOMPUTATIONAL mEDIA	-1025	240	Fremont, Long Beach, San Bernardino, San Francisco	316 m^2	0.6446	-863
2	936 kg	0.4176 N	track & field	Computer Science	1114	662	Los Angeles	-113 m^2	0.7384	583
3	1341 kg	0.7346 N	badminton	Natural Language Processing	-189	-490	Santa Clarita	312 m^2	-0.1335	1431
1	-446 kg	1.1493 N	football	Human Computer Interaction, Bioinformatics	694	434	Moreno Valley, Riverside	1141 m^2	0.6304	2084
3	601 kg	-0.0462 N	badminton	Natural Language Processing, Applied Mathematics, Statistics, Computer Game Design	-572	-189	Santa Ana	688 m^2	0.5477	1308
3	74 kg	1.0972 N	boxing	Bioengineering, Computer Game Design	1750	613	San Francisco, Long Beach, San Bernardino, Fremont	677 m^2	0.3573	-262
0	151 kg	1.0574 N	golf	Robotics Engineering, Computer Engineering	701	711	San Diego	1044 m^2	-0.2376	1168
3	651 kg	-0.5121 N	BADMINTON	Natural Language Processing, Statistics, Applied Mathematics	781	2751	Irvine	864 m^2	-0.4143	934
4	845 kg	0.1986 N	motor sports	Electrical Engineering	2843	-544	San Bernardino	1552 m^2	1.0243	-63
3	218 kg	0.2438 N	tennis	Computer Game Design	637	589	Santa Clarita	-340 m^2	1.8054	822
2	2004 kg	-0.5223 N	track & field	Technology and Information Management	720	472	Irvine	-1114 m^2	0.2625	985
0	235 kg	1.0548 N	golf	ROBOTICS ENGINEERING, COMPUTER ENGINEERING	-395	1093	Oakland, Modesto, Sacramento	-890 m^2	-0.4579	576
3	NULL	0.0506 N	tennis	Bioengineering, Statistics, Natural Language Processing	1170	1548	santa ana, santa clarita, san jose	-1277 m^2	0.5254	859
1	352 kg	2.374 N	VOLLEYBALL	Human Computer Interaction	-697	714	San Bernardino	-1312 m^2	1.5699	1363
4	801 kg	0.9131 N	motor sports	Computational Media	1256	1258	Fremont	1409 m^2	0.3145	300
0	-100 kg	2.6224 N	basketball	n/a	1314	1841	Sacramento, Oakland	796 m^2	-0.4819	-1665
3	187 kg	?	badminton	Computer Game Design	303	2585	Santa Ana, Anaheim, Santa Clarita	-703 m^2	-0.4023	1163
1	1491 kg	1.7448 N	volleyball	human computer interaction	-2222	-823	Stockton, Moreno Valley, Bakersfield	-7 m^2	0.6302	2376
0	1166 kg	2.6976 N	golf	Robotics Engineering, Computer Engineering	618	1570	Oakland	1631 m^2	2.3333	-1474
2	2045 kg	0.7627 N	boxing	Computer Science, Data Science	-115	1308	Los Angeles	433 m^2	0.7969	578
3	1827 kg	0.172 N	badminton	Bioengineering, Natural Language Processing, Applied Mathematics	1111	2979	Bakersfield, Riverside, Stockton	1777 m^2	-0.6712	557
3	1045 kg	0.7517 N	badminton	Statistics, Natural Language Processing	104	241	Santa Ana	607 m^2	1.8912	1437
2	693 kg	-0.5587 N	track & field	Computer Science, Data Science	1867	799	Irvine	-136 m^2	0.3607	748
2	329 kg	1.1971 N	track & field	Computer Science, Technology and Information Management	-117	793	LOS ANGELES	1427 m^2	-1.2119	1489
2	1562 kg	1.4284 N	track & field	Data Science	701	220	Irvine	316 m^2	-2.3253	906
3	1301 kg	0.1941 N	football	Natural Language Processing, Bioengineering, Statistics, Computer Game Design	212	-71	Santa Clarita	1928 m^2	-0.473	-274
4	-628 kg	0.3758 N	ice hockey	Computational Media	798	-190	San Bernardino, San Francisco, Fresno	303 m^2	0.5416	421
2	701 kg	0.0315 N	track & field	Data Science, Technology and Information Management	2223	-409	Los Angeles	467 m^2	-0.6631	1623
2	1433 kg	0.2833 N	track & field	Computer Science	1487	411	Los Angeles	-1304 m^2	-1.7719	-615
